Year,Region,Hour,Fuel,value
2020,DE,1,Power,21.312
2030,DE,1,Power,23.4432
2040,DE,1,Power,25.78752
2050,DE,1,Power,28.366272000000002
2020,FR,1,Power,44.25
2030,FR,1,Power,48.675000000000004
2040,FR,1,Power,53.542500000000004
2050,FR,1,Power,58.896750000000004
2020,NO,1,Power,13.958
2030,NO,1,Power,15.3538
2040,NO,1,Power,16.88918
2050,NO,1,Power,18.578098
2020,DK,1,Power,7.4639999999999995
2030,DK,1,Power,8.2104
2040,DK,1,Power,9.03144
2050,DK,1,Power,9.934584
2020,UK,1,Power,18.792
2030,UK,1,Power,20.6712
2040,UK,1,Power,22.73832
2050,UK,1,Power,25.012152
2020,DE,1,Heat,87.552
2030,DE,1,Heat,91.92960000000001
2040,DE,1,Heat,96.52608000000001
2050,DE,1,Heat,101.352384
2020,FR,1,Heat,20.544
2030,FR,1,Heat,21.5712
2040,FR,1,Heat,22.64976
2050,FR,1,Heat,23.782248000000003
2020,NO,1,Heat,6.283999999999999
2030,NO,1,Heat,6.598199999999999
2040,NO,1,Heat,6.928109999999999
2050,NO,1,Heat,7.2745155
2020,DK,1,Heat,19.535999999999998
2030,DK,1,Heat,20.5128
2040,DK,1,Heat,21.538439999999998
2050,DK,1,Heat,22.615362
2020,UK,1,Heat,52.916999999999994
2030,UK,1,Heat,55.56285
2040,UK,1,Heat,58.34099249999999
2050,UK,1,Heat,61.25804212499999
2020,DE,1,Coal,0.0
2030,DE,1,Coal,0.0
2040,DE,1,Coal,0.0
2050,DE,1,Coal,0.0
2020,FR,1,Coal,0.0
2030,FR,1,Coal,0.0
2040,FR,1,Coal,0.0
2050,FR,1,Coal,0.0
2020,NO,1,Coal,0.0
2030,NO,1,Coal,0.0
2040,NO,1,Coal,0.0
2050,NO,1,Coal,0.0
2020,DK,1,Coal,0.0
2030,DK,1,Coal,0.0
2040,DK,1,Coal,0.0
2050,DK,1,Coal,0.0
2020,UK,1,Coal,0.0
2030,UK,1,Coal,0.0
2040,UK,1,Coal,0.0
2050,UK,1,Coal,0.0
2020,DE,1,Gas,0.0
2030,DE,1,Gas,0.0
2040,DE,1,Gas,0.0
2050,DE,1,Gas,0.0
2020,FR,1,Gas,0.0
2030,FR,1,Gas,0.0
2040,FR,1,Gas,0.0
2050,FR,1,Gas,0.0
2020,NO,1,Gas,0.0
2030,NO,1,Gas,0.0
2040,NO,1,Gas,0.0
2050,NO,1,Gas,0.0
2020,DK,1,Gas,0.0
2030,DK,1,Gas,0.0
2040,DK,1,Gas,0.0
2050,DK,1,Gas,0.0
2020,UK,1,Gas,0.0
2030,UK,1,Gas,0.0
2040,UK,1,Gas,0.0
2050,UK,1,Gas,0.0
2020,DE,1,H2,10.0
2030,DE,1,H2,12.5
2040,DE,1,H2,15.625
2050,DE,1,H2,19.53125
2020,FR,1,H2,8.333333333333334
2030,FR,1,H2,10.416666666666666
2040,FR,1,H2,13.020833333333334
2050,FR,1,H2,16.276041666666668
2020,NO,1,H2,2.5
2030,NO,1,H2,3.125
2040,NO,1,H2,3.90625
2050,NO,1,H2,4.8828125
2020,DK,1,H2,1.6666666666666667
2030,DK,1,H2,2.0833333333333335
2040,DK,1,H2,2.6041666666666665
2050,DK,1,H2,3.2552083333333335
2020,UK,1,H2,6.666666666666667
2030,UK,1,H2,8.333333333333334
2040,UK,1,H2,10.416666666666666
2050,UK,1,H2,13.020833333333334
2020,DE,1,Mobility,12.18
2030,DE,1,Mobility,14.007
2040,DE,1,Mobility,16.10805
2050,DE,1,Mobility,18.524257499999997
2020,FR,1,Mobility,10.149999999999999
2030,FR,1,Mobility,11.6725
2040,FR,1,Mobility,13.423374999999998
2050,FR,1,Mobility,15.436881249999999
2020,NO,1,Mobility,1.67475
2030,NO,1,Mobility,1.9259624999999998
2040,NO,1,Mobility,2.2148568749999997
2050,NO,1,Mobility,2.54708540625
2020,DK,1,Mobility,1.827
2030,DK,1,Mobility,2.10105
2040,DK,1,Mobility,2.4162075
2050,DK,1,Mobility,2.7786386249999997
2020,UK,1,Mobility,9.135
2030,UK,1,Mobility,10.505249999999998
2040,UK,1,Mobility,12.081037499999999
2050,UK,1,Mobility,13.893193124999998
2020,DE,1,Biomass,0.0
2030,DE,1,Biomass,0.0
2040,DE,1,Biomass,0.0
2050,DE,1,Biomass,0.0
2020,FR,1,Biomass,0.0
2030,FR,1,Biomass,0.0
2040,FR,1,Biomass,0.0
2050,FR,1,Biomass,0.0
2020,NO,1,Biomass,0.0
2030,NO,1,Biomass,0.0
2040,NO,1,Biomass,0.0
2050,NO,1,Biomass,0.0
2020,DK,1,Biomass,0.0
2030,DK,1,Biomass,0.0
2040,DK,1,Biomass,0.0
2050,DK,1,Biomass,0.0
2020,UK,1,Biomass,0.0
2030,UK,1,Biomass,0.0
2040,UK,1,Biomass,0.0
2050,UK,1,Biomass,0.0
2020,DE,2,Power,26.927999999999997
2030,DE,2,Power,29.6208
2040,DE,2,Power,32.582879999999996
2050,DE,2,Power,35.841168
2020,FR,2,Power,49.35
2030,FR,2,Power,54.285000000000004
2040,FR,2,Power,59.7135
2050,FR,2,Power,65.68485
2020,NO,2,Power,14.812000000000001
2030,NO,2,Power,16.293200000000002
2040,NO,2,Power,17.922520000000002
2050,NO,2,Power,19.714772000000004
2020,DK,2,Power,8.08
2030,DK,2,Power,8.888
2040,DK,2,Power,9.7768
2050,DK,2,Power,10.75448
2020,UK,2,Power,22.275000000000002
2030,UK,2,Power,24.5025
2040,UK,2,Power,26.95275
2050,UK,2,Power,29.648025
2020,DE,2,Heat,113.50800000000001
2030,DE,2,Heat,119.1834
2040,DE,2,Heat,125.14257
2050,DE,2,Heat,131.3996985
2020,FR,2,Heat,20.904000000000003
2030,FR,2,Heat,21.9492
2040,FR,2,Heat,23.046660000000003
2050,FR,2,Heat,24.198993000000005
2020,NO,2,Heat,6.32
2030,NO,2,Heat,6.636000000000001
2040,NO,2,Heat,6.9678
2050,NO,2,Heat,7.316190000000001
2020,DK,2,Heat,19.704
2030,DK,2,Heat,20.6892
2040,DK,2,Heat,21.723660000000002
2050,DK,2,Heat,22.809843
2020,UK,2,Heat,53.785000000000004
2030,UK,2,Heat,56.474250000000005
2040,UK,2,Heat,59.297962500000004
2050,UK,2,Heat,62.262860625
2020,DE,2,Coal,0.0
2030,DE,2,Coal,0.0
2040,DE,2,Coal,0.0
2050,DE,2,Coal,0.0
2020,FR,2,Coal,0.0
2030,FR,2,Coal,0.0
2040,FR,2,Coal,0.0
2050,FR,2,Coal,0.0
2020,NO,2,Coal,0.0
2030,NO,2,Coal,0.0
2040,NO,2,Coal,0.0
2050,NO,2,Coal,0.0
2020,DK,2,Coal,0.0
2030,DK,2,Coal,0.0
2040,DK,2,Coal,0.0
2050,DK,2,Coal,0.0
2020,UK,2,Coal,0.0
2030,UK,2,Coal,0.0
2040,UK,2,Coal,0.0
2050,UK,2,Coal,0.0
2020,DE,2,Gas,0.0
2030,DE,2,Gas,0.0
2040,DE,2,Gas,0.0
2050,DE,2,Gas,0.0
2020,FR,2,Gas,0.0
2030,FR,2,Gas,0.0
2040,FR,2,Gas,0.0
2050,FR,2,Gas,0.0
2020,NO,2,Gas,0.0
2030,NO,2,Gas,0.0
2040,NO,2,Gas,0.0
2050,NO,2,Gas,0.0
2020,DK,2,Gas,0.0
2030,DK,2,Gas,0.0
2040,DK,2,Gas,0.0
2050,DK,2,Gas,0.0
2020,UK,2,Gas,0.0
2030,UK,2,Gas,0.0
2040,UK,2,Gas,0.0
2050,UK,2,Gas,0.0
2020,DE,2,H2,10.0
2030,DE,2,H2,12.5
2040,DE,2,H2,15.625
2050,DE,2,H2,19.53125
2020,FR,2,H2,8.333333333333334
2030,FR,2,H2,10.416666666666666
2040,FR,2,H2,13.020833333333334
2050,FR,2,H2,16.276041666666668
2020,NO,2,H2,2.5
2030,NO,2,H2,3.125
2040,NO,2,H2,3.90625
2050,NO,2,H2,4.8828125
2020,DK,2,H2,1.6666666666666667
2030,DK,2,H2,2.0833333333333335
2040,DK,2,H2,2.6041666666666665
2050,DK,2,H2,3.2552083333333335
2020,UK,2,H2,6.666666666666667
2030,UK,2,H2,8.333333333333334
2040,UK,2,H2,10.416666666666666
2050,UK,2,H2,13.020833333333334
2020,DE,2,Mobility,11.207999999999998
2030,DE,2,Mobility,12.889199999999999
2040,DE,2,Mobility,14.822579999999999
2050,DE,2,Mobility,17.045966999999997
2020,FR,2,Mobility,9.34
2030,FR,2,Mobility,10.741
2040,FR,2,Mobility,12.35215
2050,FR,2,Mobility,14.204972499999998
2020,NO,2,Mobility,1.5411
2030,NO,2,Mobility,1.772265
2040,NO,2,Mobility,2.03810475
2050,NO,2,Mobility,2.3438204625
2020,DK,2,Mobility,1.6811999999999998
2030,DK,2,Mobility,1.9333799999999999
2040,DK,2,Mobility,2.223387
2050,DK,2,Mobility,2.5568950499999996
2020,UK,2,Mobility,8.405999999999999
2030,UK,2,Mobility,9.6669
2040,UK,2,Mobility,11.116935
2050,UK,2,Mobility,12.784475249999998
2020,DE,2,Biomass,0.0
2030,DE,2,Biomass,0.0
2040,DE,2,Biomass,0.0
2050,DE,2,Biomass,0.0
2020,FR,2,Biomass,0.0
2030,FR,2,Biomass,0.0
2040,FR,2,Biomass,0.0
2050,FR,2,Biomass,0.0
2020,NO,2,Biomass,0.0
2030,NO,2,Biomass,0.0
2040,NO,2,Biomass,0.0
2050,NO,2,Biomass,0.0
2020,DK,2,Biomass,0.0
2030,DK,2,Biomass,0.0
2040,DK,2,Biomass,0.0
2050,DK,2,Biomass,0.0
2020,UK,2,Biomass,0.0
2030,UK,2,Biomass,0.0
2040,UK,2,Biomass,0.0
2050,UK,2,Biomass,0.0
2020,DE,3,Power,36.684
2030,DE,3,Power,40.352399999999996
2040,DE,3,Power,44.38764
2050,DE,3,Power,48.826404000000004
2020,FR,3,Power,59.550000000000004
2030,FR,3,Power,65.505
2040,FR,3,Power,72.05550000000001
2050,FR,3,Power,79.26105
2020,NO,3,Power,16.674
2030,NO,3,Power,18.3414
2040,NO,3,Power,20.17554
2050,NO,3,Power,22.193094000000002
2020,DK,3,Power,9.728
2030,DK,3,Power,10.700800000000001
2040,DK,3,Power,11.77088
2050,DK,3,Power,12.947968
2020,UK,3,Power,28.566000000000003
2030,UK,3,Power,31.422600000000003
2040,UK,3,Power,34.56486
2050,UK,3,Power,38.021346
2020,DE,3,Heat,104.508
2030,DE,3,Heat,109.7334
2040,DE,3,Heat,115.22007
2050,DE,3,Heat,120.9810735
2020,FR,3,Heat,21.395999999999997
2030,FR,3,Heat,22.465799999999998
2040,FR,3,Heat,23.58909
2050,FR,3,Heat,24.7685445
2020,NO,3,Heat,6.343999999999999
2030,NO,3,Heat,6.6612
2040,NO,3,Heat,6.99426
2050,NO,3,Heat,7.343973
2020,DK,3,Heat,19.848
2030,DK,3,Heat,20.8404
2040,DK,3,Heat,21.88242
2050,DK,3,Heat,22.976541
2020,UK,3,Heat,54.963
2030,UK,3,Heat,57.711149999999996
2040,UK,3,Heat,60.5967075
2050,UK,3,Heat,63.62654287499999
2020,DE,3,Coal,0.0
2030,DE,3,Coal,0.0
2040,DE,3,Coal,0.0
2050,DE,3,Coal,0.0
2020,FR,3,Coal,0.0
2030,FR,3,Coal,0.0
2040,FR,3,Coal,0.0
2050,FR,3,Coal,0.0
2020,NO,3,Coal,0.0
2030,NO,3,Coal,0.0
2040,NO,3,Coal,0.0
2050,NO,3,Coal,0.0
2020,DK,3,Coal,0.0
2030,DK,3,Coal,0.0
2040,DK,3,Coal,0.0
2050,DK,3,Coal,0.0
2020,UK,3,Coal,0.0
2030,UK,3,Coal,0.0
2040,UK,3,Coal,0.0
2050,UK,3,Coal,0.0
2020,DE,3,Gas,0.0
2030,DE,3,Gas,0.0
2040,DE,3,Gas,0.0
2050,DE,3,Gas,0.0
2020,FR,3,Gas,0.0
2030,FR,3,Gas,0.0
2040,FR,3,Gas,0.0
2050,FR,3,Gas,0.0
2020,NO,3,Gas,0.0
2030,NO,3,Gas,0.0
2040,NO,3,Gas,0.0
2050,NO,3,Gas,0.0
2020,DK,3,Gas,0.0
2030,DK,3,Gas,0.0
2040,DK,3,Gas,0.0
2050,DK,3,Gas,0.0
2020,UK,3,Gas,0.0
2030,UK,3,Gas,0.0
2040,UK,3,Gas,0.0
2050,UK,3,Gas,0.0
2020,DE,3,H2,10.0
2030,DE,3,H2,12.5
2040,DE,3,H2,15.625
2050,DE,3,H2,19.53125
2020,FR,3,H2,8.333333333333334
2030,FR,3,H2,10.416666666666666
2040,FR,3,H2,13.020833333333334
2050,FR,3,H2,16.276041666666668
2020,NO,3,H2,2.5
2030,NO,3,H2,3.125
2040,NO,3,H2,3.90625
2050,NO,3,H2,4.8828125
2020,DK,3,H2,1.6666666666666667
2030,DK,3,H2,2.0833333333333335
2040,DK,3,H2,2.6041666666666665
2050,DK,3,H2,3.2552083333333335
2020,UK,3,H2,6.666666666666667
2030,UK,3,H2,8.333333333333334
2040,UK,3,H2,10.416666666666666
2050,UK,3,H2,13.020833333333334
2020,DE,3,Mobility,10.728
2030,DE,3,Mobility,12.3372
2040,DE,3,Mobility,14.18778
2050,DE,3,Mobility,16.315947
2020,FR,3,Mobility,8.94
2030,FR,3,Mobility,10.281
2040,FR,3,Mobility,11.82315
2050,FR,3,Mobility,13.5966225
2020,NO,3,Mobility,1.4751
2030,NO,3,Mobility,1.696365
2040,NO,3,Mobility,1.95081975
2050,NO,3,Mobility,2.2434427125000003
2020,DK,3,Mobility,1.6092
2030,DK,3,Mobility,1.8505800000000001
2040,DK,3,Mobility,2.128167
2050,DK,3,Mobility,2.44739205
2020,UK,3,Mobility,8.046
2030,UK,3,Mobility,9.2529
2040,UK,3,Mobility,10.640835
2050,UK,3,Mobility,12.23696025
2020,DE,3,Biomass,0.0
2030,DE,3,Biomass,0.0
2040,DE,3,Biomass,0.0
2050,DE,3,Biomass,0.0
2020,FR,3,Biomass,0.0
2030,FR,3,Biomass,0.0
2040,FR,3,Biomass,0.0
2050,FR,3,Biomass,0.0
2020,NO,3,Biomass,0.0
2030,NO,3,Biomass,0.0
2040,NO,3,Biomass,0.0
2050,NO,3,Biomass,0.0
2020,DK,3,Biomass,0.0
2030,DK,3,Biomass,0.0
2040,DK,3,Biomass,0.0
2050,DK,3,Biomass,0.0
2020,UK,3,Biomass,0.0
2030,UK,3,Biomass,0.0
2040,UK,3,Biomass,0.0
2050,UK,3,Biomass,0.0
2020,DE,4,Power,35.424
2030,DE,4,Power,38.9664
2040,DE,4,Power,42.86304
2050,DE,4,Power,47.149344
2020,FR,4,Power,59.550000000000004
2030,FR,4,Power,65.505
2040,FR,4,Power,72.05550000000001
2050,FR,4,Power,79.26105
2020,NO,4,Power,17.22
2030,NO,4,Power,18.942
2040,NO,4,Power,20.8362
2050,NO,4,Power,22.91982
2020,DK,4,Power,8.984
2030,DK,4,Power,9.8824
2040,DK,4,Power,10.87064
2050,DK,4,Power,11.957704
2020,UK,4,Power,29.592
2030,UK,4,Power,32.551199999999994
2040,UK,4,Power,35.80632
2050,UK,4,Power,39.386951999999994
2020,DE,4,Heat,98.64
2030,DE,4,Heat,103.572
2040,DE,4,Heat,108.7506
2050,DE,4,Heat,114.18813
2020,FR,4,Heat,19.848
2030,FR,4,Heat,20.8404
2040,FR,4,Heat,21.88242
2050,FR,4,Heat,22.976541
2020,NO,4,Heat,6.012
2030,NO,4,Heat,6.3126
2040,NO,4,Heat,6.62823
2050,NO,4,Heat,6.9596415
2020,DK,4,Heat,18.648
2030,DK,4,Heat,19.5804
2040,DK,4,Heat,20.55942
2050,DK,4,Heat,21.587391
2020,UK,4,Heat,51.025999999999996
2030,UK,4,Heat,53.577299999999994
2040,UK,4,Heat,56.256164999999996
2050,UK,4,Heat,59.06897324999999
2020,DE,4,Coal,0.0
2030,DE,4,Coal,0.0
2040,DE,4,Coal,0.0
2050,DE,4,Coal,0.0
2020,FR,4,Coal,0.0
2030,FR,4,Coal,0.0
2040,FR,4,Coal,0.0
2050,FR,4,Coal,0.0
2020,NO,4,Coal,0.0
2030,NO,4,Coal,0.0
2040,NO,4,Coal,0.0
2050,NO,4,Coal,0.0
2020,DK,4,Coal,0.0
2030,DK,4,Coal,0.0
2040,DK,4,Coal,0.0
2050,DK,4,Coal,0.0
2020,UK,4,Coal,0.0
2030,UK,4,Coal,0.0
2040,UK,4,Coal,0.0
2050,UK,4,Coal,0.0
2020,DE,4,Gas,0.0
2030,DE,4,Gas,0.0
2040,DE,4,Gas,0.0
2050,DE,4,Gas,0.0
2020,FR,4,Gas,0.0
2030,FR,4,Gas,0.0
2040,FR,4,Gas,0.0
2050,FR,4,Gas,0.0
2020,NO,4,Gas,0.0
2030,NO,4,Gas,0.0
2040,NO,4,Gas,0.0
2050,NO,4,Gas,0.0
2020,DK,4,Gas,0.0
2030,DK,4,Gas,0.0
2040,DK,4,Gas,0.0
2050,DK,4,Gas,0.0
2020,UK,4,Gas,0.0
2030,UK,4,Gas,0.0
2040,UK,4,Gas,0.0
2050,UK,4,Gas,0.0
2020,DE,4,H2,10.0
2030,DE,4,H2,12.5
2040,DE,4,H2,15.625
2050,DE,4,H2,19.53125
2020,FR,4,H2,8.333333333333334
2030,FR,4,H2,10.416666666666666
2040,FR,4,H2,13.020833333333334
2050,FR,4,H2,16.276041666666668
2020,NO,4,H2,2.5
2030,NO,4,H2,3.125
2040,NO,4,H2,3.90625
2050,NO,4,H2,4.8828125
2020,DK,4,H2,1.6666666666666667
2030,DK,4,H2,2.0833333333333335
2040,DK,4,H2,2.6041666666666665
2050,DK,4,H2,3.2552083333333335
2020,UK,4,H2,6.666666666666667
2030,UK,4,H2,8.333333333333334
2040,UK,4,H2,10.416666666666666
2050,UK,4,H2,13.020833333333334
2020,DE,4,Mobility,10.26
2030,DE,4,Mobility,11.799000000000001
2040,DE,4,Mobility,13.568850000000001
2050,DE,4,Mobility,15.6041775
2020,FR,4,Mobility,8.55
2030,FR,4,Mobility,9.8325
2040,FR,4,Mobility,11.307375
2050,FR,4,Mobility,13.00348125
2020,NO,4,Mobility,1.41075
2030,NO,4,Mobility,1.6223625000000002
2040,NO,4,Mobility,1.8657168750000002
2050,NO,4,Mobility,2.14557440625
2020,DK,4,Mobility,1.5390000000000001
2030,DK,4,Mobility,1.7698500000000001
2040,DK,4,Mobility,2.0353275
2050,DK,4,Mobility,2.340626625
2020,UK,4,Mobility,7.695
2030,UK,4,Mobility,8.84925
2040,UK,4,Mobility,10.1766375
2050,UK,4,Mobility,11.703133124999999
2020,DE,4,Biomass,0.0
2030,DE,4,Biomass,0.0
2040,DE,4,Biomass,0.0
2050,DE,4,Biomass,0.0
2020,FR,4,Biomass,0.0
2030,FR,4,Biomass,0.0
2040,FR,4,Biomass,0.0
2050,FR,4,Biomass,0.0
2020,NO,4,Biomass,0.0
2030,NO,4,Biomass,0.0
2040,NO,4,Biomass,0.0
2050,NO,4,Biomass,0.0
2020,DK,4,Biomass,0.0
2030,DK,4,Biomass,0.0
2040,DK,4,Biomass,0.0
2050,DK,4,Biomass,0.0
2020,UK,4,Biomass,0.0
2030,UK,4,Biomass,0.0
2040,UK,4,Biomass,0.0
2050,UK,4,Biomass,0.0
2020,DE,5,Power,36.827999999999996
2030,DE,5,Power,40.510799999999996
2040,DE,5,Power,44.561879999999995
2050,DE,5,Power,49.018068
2020,FR,5,Power,63.6
2030,FR,5,Power,69.96000000000001
2040,FR,5,Power,76.956
2050,FR,5,Power,84.6516
2020,NO,5,Power,18.354
2030,NO,5,Power,20.1894
2040,NO,5,Power,22.20834
2050,NO,5,Power,24.429174
2020,DK,5,Power,9.696
2030,DK,5,Power,10.665600000000001
2040,DK,5,Power,11.73216
2050,DK,5,Power,12.905376
2020,UK,5,Power,31.968
2030,UK,5,Power,35.1648
2040,UK,5,Power,38.68128
2050,UK,5,Power,42.549408
2020,DE,5,Heat,72.828
2030,DE,5,Heat,76.46940000000001
2040,DE,5,Heat,80.29287000000001
2050,DE,5,Heat,84.3075135
2020,FR,5,Heat,17.94
2030,FR,5,Heat,18.837
2040,FR,5,Heat,19.77885
2050,FR,5,Heat,20.767792500000002
2020,NO,5,Heat,5.668
2030,NO,5,Heat,5.9514000000000005
2040,NO,5,Heat,6.24897
2050,NO,5,Heat,6.5614185
2020,DK,5,Heat,17.400000000000002
2030,DK,5,Heat,18.27
2040,DK,5,Heat,19.183500000000002
2050,DK,5,Heat,20.142675000000004
2020,UK,5,Heat,46.097
2030,UK,5,Heat,48.401849999999996
2040,UK,5,Heat,50.8219425
2050,UK,5,Heat,53.363039625
2020,DE,5,Coal,0.0
2030,DE,5,Coal,0.0
2040,DE,5,Coal,0.0
2050,DE,5,Coal,0.0
2020,FR,5,Coal,0.0
2030,FR,5,Coal,0.0
2040,FR,5,Coal,0.0
2050,FR,5,Coal,0.0
2020,NO,5,Coal,0.0
2030,NO,5,Coal,0.0
2040,NO,5,Coal,0.0
2050,NO,5,Coal,0.0
2020,DK,5,Coal,0.0
2030,DK,5,Coal,0.0
2040,DK,5,Coal,0.0
2050,DK,5,Coal,0.0
2020,UK,5,Coal,0.0
2030,UK,5,Coal,0.0
2040,UK,5,Coal,0.0
2050,UK,5,Coal,0.0
2020,DE,5,Gas,0.0
2030,DE,5,Gas,0.0
2040,DE,5,Gas,0.0
2050,DE,5,Gas,0.0
2020,FR,5,Gas,0.0
2030,FR,5,Gas,0.0
2040,FR,5,Gas,0.0
2050,FR,5,Gas,0.0
2020,NO,5,Gas,0.0
2030,NO,5,Gas,0.0
2040,NO,5,Gas,0.0
2050,NO,5,Gas,0.0
2020,DK,5,Gas,0.0
2030,DK,5,Gas,0.0
2040,DK,5,Gas,0.0
2050,DK,5,Gas,0.0
2020,UK,5,Gas,0.0
2030,UK,5,Gas,0.0
2040,UK,5,Gas,0.0
2050,UK,5,Gas,0.0
2020,DE,5,H2,10.0
2030,DE,5,H2,12.5
2040,DE,5,H2,15.625
2050,DE,5,H2,19.53125
2020,FR,5,H2,8.333333333333334
2030,FR,5,H2,10.416666666666666
2040,FR,5,H2,13.020833333333334
2050,FR,5,H2,16.276041666666668
2020,NO,5,H2,2.5
2030,NO,5,H2,3.125
2040,NO,5,H2,3.90625
2050,NO,5,H2,4.8828125
2020,DK,5,H2,1.6666666666666667
2030,DK,5,H2,2.0833333333333335
2040,DK,5,H2,2.6041666666666665
2050,DK,5,H2,3.2552083333333335
2020,UK,5,H2,6.666666666666667
2030,UK,5,H2,8.333333333333334
2040,UK,5,H2,10.416666666666666
2050,UK,5,H2,13.020833333333334
2020,DE,5,Mobility,11.688
2030,DE,5,Mobility,13.4412
2040,DE,5,Mobility,15.45738
2050,DE,5,Mobility,17.775987
2020,FR,5,Mobility,9.74
2030,FR,5,Mobility,11.201
2040,FR,5,Mobility,12.88115
2050,FR,5,Mobility,14.8133225
2020,NO,5,Mobility,1.6071
2030,NO,5,Mobility,1.848165
2040,NO,5,Mobility,2.12538975
2050,NO,5,Mobility,2.4441982125000004
2020,DK,5,Mobility,1.7532
2030,DK,5,Mobility,2.01618
2040,DK,5,Mobility,2.318607
2050,DK,5,Mobility,2.66639805
2020,UK,5,Mobility,8.766
2030,UK,5,Mobility,10.0809
2040,UK,5,Mobility,11.593035
2050,UK,5,Mobility,13.33199025
2020,DE,5,Biomass,0.0
2030,DE,5,Biomass,0.0
2040,DE,5,Biomass,0.0
2050,DE,5,Biomass,0.0
2020,FR,5,Biomass,0.0
2030,FR,5,Biomass,0.0
2040,FR,5,Biomass,0.0
2050,FR,5,Biomass,0.0
2020,NO,5,Biomass,0.0
2030,NO,5,Biomass,0.0
2040,NO,5,Biomass,0.0
2050,NO,5,Biomass,0.0
2020,DK,5,Biomass,0.0
2030,DK,5,Biomass,0.0
2040,DK,5,Biomass,0.0
2050,DK,5,Biomass,0.0
2020,UK,5,Biomass,0.0
2030,UK,5,Biomass,0.0
2040,UK,5,Biomass,0.0
2050,UK,5,Biomass,0.0
2020,DE,6,Power,33.948
2030,DE,6,Power,37.3428
2040,DE,6,Power,41.077079999999995
2050,DE,6,Power,45.184788
2020,FR,6,Power,64.6
2030,FR,6,Power,71.06
2040,FR,6,Power,78.166
2050,FR,6,Power,85.98259999999999
2020,NO,6,Power,18.578
2030,NO,6,Power,20.4358
2040,NO,6,Power,22.479380000000003
2050,NO,6,Power,24.727318000000004
2020,DK,6,Power,9.264
2030,DK,6,Power,10.1904
2040,DK,6,Power,11.20944
2050,DK,6,Power,12.330383999999999
2020,UK,6,Power,31.752
2030,UK,6,Power,34.9272
2040,UK,6,Power,38.41992
2050,UK,6,Power,42.261911999999995
2020,DE,6,Heat,79.23599999999999
2030,DE,6,Heat,83.19779999999999
2040,DE,6,Heat,87.35768999999999
2050,DE,6,Heat,91.7255745
2020,FR,6,Heat,16.176000000000002
2030,FR,6,Heat,16.9848
2040,FR,6,Heat,17.83404
2050,FR,6,Heat,18.725742000000004
2020,NO,6,Heat,5.416
2030,NO,6,Heat,5.6868
2040,NO,6,Heat,5.97114
2050,NO,6,Heat,6.269697
2020,DK,6,Heat,16.488
2030,DK,6,Heat,17.3124
2040,DK,6,Heat,18.17802
2050,DK,6,Heat,19.086921
2020,UK,6,Heat,41.602
2030,UK,6,Heat,43.6821
2040,UK,6,Heat,45.866205
2050,UK,6,Heat,48.15951525
2020,DE,6,Coal,0.0
2030,DE,6,Coal,0.0
2040,DE,6,Coal,0.0
2050,DE,6,Coal,0.0
2020,FR,6,Coal,0.0
2030,FR,6,Coal,0.0
2040,FR,6,Coal,0.0
2050,FR,6,Coal,0.0
2020,NO,6,Coal,0.0
2030,NO,6,Coal,0.0
2040,NO,6,Coal,0.0
2050,NO,6,Coal,0.0
2020,DK,6,Coal,0.0
2030,DK,6,Coal,0.0
2040,DK,6,Coal,0.0
2050,DK,6,Coal,0.0
2020,UK,6,Coal,0.0
2030,UK,6,Coal,0.0
2040,UK,6,Coal,0.0
2050,UK,6,Coal,0.0
2020,DE,6,Gas,0.0
2030,DE,6,Gas,0.0
2040,DE,6,Gas,0.0
2050,DE,6,Gas,0.0
2020,FR,6,Gas,0.0
2030,FR,6,Gas,0.0
2040,FR,6,Gas,0.0
2050,FR,6,Gas,0.0
2020,NO,6,Gas,0.0
2030,NO,6,Gas,0.0
2040,NO,6,Gas,0.0
2050,NO,6,Gas,0.0
2020,DK,6,Gas,0.0
2030,DK,6,Gas,0.0
2040,DK,6,Gas,0.0
2050,DK,6,Gas,0.0
2020,UK,6,Gas,0.0
2030,UK,6,Gas,0.0
2040,UK,6,Gas,0.0
2050,UK,6,Gas,0.0
2020,DE,6,H2,10.0
2030,DE,6,H2,12.5
2040,DE,6,H2,15.625
2050,DE,6,H2,19.53125
2020,FR,6,H2,8.333333333333334
2030,FR,6,H2,10.416666666666666
2040,FR,6,H2,13.020833333333334
2050,FR,6,H2,16.276041666666668
2020,NO,6,H2,2.5
2030,NO,6,H2,3.125
2040,NO,6,H2,3.90625
2050,NO,6,H2,4.8828125
2020,DK,6,H2,1.6666666666666667
2030,DK,6,H2,2.0833333333333335
2040,DK,6,H2,2.6041666666666665
2050,DK,6,H2,3.2552083333333335
2020,UK,6,H2,6.666666666666667
2030,UK,6,H2,8.333333333333334
2040,UK,6,H2,10.416666666666666
2050,UK,6,H2,13.020833333333334
2020,DE,6,Mobility,13.152
2030,DE,6,Mobility,15.124799999999999
2040,DE,6,Mobility,17.39352
2050,DE,6,Mobility,20.002547999999997
2020,FR,6,Mobility,10.959999999999999
2030,FR,6,Mobility,12.604
2040,FR,6,Mobility,14.494599999999998
2050,FR,6,Mobility,16.668789999999998
2020,NO,6,Mobility,1.8083999999999998
2030,NO,6,Mobility,2.07966
2040,NO,6,Mobility,2.391609
2050,NO,6,Mobility,2.7503503499999997
