Year,Region,Technology,value
2020,NO,GasPowerPlantCC,617.6425202418617
2030,NO,GasPowerPlantCC,747.9500756804748
2040,NO,GasPowerPlantCC,216.21810140977686
2020,FR,CoalCHPPlantCC,2202.760334838186
2030,FR,CoalCHPPlantCC,1356.4460442647278
2040,FR,CoalCHPPlantCC,574.9116992836924
2020,DK,CoalCHPPlantCC,57.40868000000002
2020,UK,CoalCHPPlantCC,5642.027454922434
2030,UK,CoalCHPPlantCC,3569.9802227474415
2040,UK,CoalCHPPlantCC,2574.803258399119
2020,DE,GasCHPPlantCC,337.80817681760004
2030,DE,GasCHPPlantCC,975.2665409041971
2040,DE,GasCHPPlantCC,2568.844698868034
2050,DE,GasCHPPlantCC,1766.3444341285422
2020,FR,GasCHPPlantCC,52.02844154619996
2030,FR,GasCHPPlantCC,253.70743871279734
2040,FR,GasCHPPlantCC,668.3654569734128
2050,FR,GasCHPPlantCC,345.8455623000001
2020,NO,GasCHPPlantCC,409.5211086256742
2030,NO,GasCHPPlantCC,464.7579514008185
2040,NO,GasCHPPlantCC,360.37702467083625
2050,NO,GasCHPPlantCC,54.57100402536367
2020,DK,GasCHPPlantCC,825.4036704036837
2030,DK,GasCHPPlantCC,876.0163908494093
2040,DK,GasCHPPlantCC,925.8227036588999
2050,DK,GasCHPPlantCC,206.56161155205555
2020,UK,GasCHPPlantCC,50.894558399196775
2030,UK,GasCHPPlantCC,295.8108709830991
2040,UK,GasCHPPlantCC,943.3655916965071
2050,UK,GasCHPPlantCC,460.1804285220678
2050,DE,BECCS,338.46139997317005
2050,FR,BECCS,264.9602815100582
2050,DK,BECCS,9.023497457355639
2050,UK,BECCS,120.0
