region,fuel,hour,value
UK,Power,115,0.00718
UK,Power,116,0.00686
UK,Power,117,0.0064
UK,Power,118,0.00574
UK,Power,119,0.00527
UK,Power,120,0.00511
UK,Mobility,1,0.01015
UK,Mobility,2,0.00934
UK,Mobility,3,0.00894
UK,Mobility,4,0.00855
UK,Mobility,5,0.00974
UK,Mobility,6,0.01096
UK,Mobility,7,0.0143
UK,Mobility,8,0.01819
UK,Mobility,9,0.02041
UK,Mobility,10,0.01907
UK,Mobility,11,0.01387
UK,Mobility,12,0.00934
UK,Mobility,13,0.00586
UK,Mobility,14,0.00371
UK,Mobility,15,0.00239
UK,Mobility,16,0.00123
UK,Mobility,17,0.00102
UK,Mobility,18,0.00102
UK,Mobility,19,0.00123
UK,Mobility,20,0.00178
UK,Mobility,21,0.00239
UK,Mobility,22,0.00441
UK,Mobility,23,0.00894
UK,Mobility,24,0.01137
UK,Mobility,25,0.0122
UK,Mobility,26,0.00934
UK,Mobility,27,0.00894
UK,Mobility,28,0.00855
UK,Mobility,29,0.00974
UK,Mobility,30,0.01096
UK,Mobility,31,0.0143
UK,Mobility,32,0.01819
UK,Mobility,33,0.02041
UK,Mobility,34,0.01907
UK,Mobility,35,0.01387
UK,Mobility,36,0.00934
UK,Mobility,37,0.00586
UK,Mobility,38,0.00371
UK,Mobility,39,0.00239
UK,Mobility,40,0.00123
UK,Mobility,41,0.00102
UK,Mobility,42,0.00102
UK,Mobility,43,0.00123
UK,Mobility,44,0.00178
UK,Mobility,45,0.00239
UK,Mobility,46,0.00441
UK,Mobility,47,0.00894
UK,Mobility,48,0.01137
UK,Mobility,49,0.0122
UK,Mobility,50,0.00934
UK,Mobility,51,0.00894
UK,Mobility,52,0.00855
UK,Mobility,53,0.00974
UK,Mobility,54,0.01096
UK,Mobility,55,0.0143
UK,Mobility,56,0.01819
UK,Mobility,57,0.02041
UK,Mobility,58,0.01907
UK,Mobility,59,0.01387
UK,Mobility,60,0.00934
UK,Mobility,61,0.00586
UK,Mobility,62,0.00371
UK,Mobility,63,0.00239
UK,Mobility,64,0.00123
UK,Mobility,65,0.00102
UK,Mobility,66,0.00102
UK,Mobility,67,0.00123
UK,Mobility,68,0.00178
UK,Mobility,69,0.00239
UK,Mobility,70,0.00441
UK,Mobility,71,0.00894
UK,Mobility,72,0.01137
UK,Mobility,73,0.0122
UK,Mobility,74,0.00934
UK,Mobility,75,0.00894
UK,Mobility,76,0.00855
UK,Mobility,77,0.00974
UK,Mobility,78,0.01096
UK,Mobility,79,0.0143
UK,Mobility,80,0.01819
UK,Mobility,81,0.02041
UK,Mobility,82,0.01907
UK,Mobility,83,0.01387
UK,Mobility,84,0.00934
UK,Mobility,85,0.00586
UK,Mobility,86,0.00371
UK,Mobility,87,0.00239
UK,Mobility,88,0.00123
UK,Mobility,89,0.00102
UK,Mobility,90,0.00102
UK,Mobility,91,0.00123
UK,Mobility,92,0.00178
UK,Mobility,93,0.00239
UK,Mobility,94,0.00441
UK,Mobility,95,0.00894
UK,Mobility,96,0.01137
UK,Mobility,97,0.0122
UK,Mobility,98,0.00934
UK,Mobility,99,0.00894
UK,Mobility,100,0.00855
UK,Mobility,101,0.00974
UK,Mobility,102,0.01096
UK,Mobility,103,0.0143
UK,Mobility,104,0.01819
UK,Mobility,105,0.02041
UK,Mobility,106,0.01907
UK,Mobility,107,0.01387
UK,Mobility,108,0.00934
UK,Mobility,109,0.00586
UK,Mobility,110,0.00371
UK,Mobility,111,0.00239
UK,Mobility,112,0.00123
UK,Mobility,113,0.00102
UK,Mobility,114,0.00102
UK,Mobility,115,0.00123
UK,Mobility,116,0.00178
UK,Mobility,117,0.00239
UK,Mobility,118,0.00441
UK,Mobility,119,0.00894
UK,Mobility,120,0.01199
UK,Heat,1,0.01707
UK,Heat,2,0.01735
UK,Heat,3,0.01773
UK,Heat,4,0.01646
UK,Heat,5,0.01487
UK,Heat,6,0.01342
UK,Heat,7,0.0123
UK,Heat,8,0.01172
UK,Heat,9,0.0118
UK,Heat,10,0.01122
UK,Heat,11,0.01094
UK,Heat,12,0.0106
UK,Heat,13,0.01137
UK,Heat,14,0.01199
UK,Heat,15,0.01263
UK,Heat,16,0.01317
UK,Heat,17,0.01372
UK,Heat,18,0.01402
UK,Heat,19,0.01428
UK,Heat,20,0.0145
UK,Heat,21,0.01472
UK,Heat,22,0.01491
UK,Heat,23,0.01507
UK,Heat,24,0.01527
UK,Heat,25,0.01645
UK,Heat,26,0.01735
UK,Heat,27,0.01773
UK,Heat,28,0.01646
UK,Heat,29,0.01487
UK,Heat,30,0.01082
UK,Heat,31,0.00731
UK,Heat,32,0.00446
UK,Heat,33,0.00421
UK,Heat,34,0.00417
UK,Heat,35,0.00429
UK,Heat,36,0.00463
UK,Heat,37,0.00527
UK,Heat,38,0.00532
UK,Heat,39,0.0054
UK,Heat,40,0.00526
UK,Heat,41,0.00579
UK,Heat,42,0.00637
UK,Heat,43,0.00708
UK,Heat,44,0.00773
UK,Heat,45,0.00829
UK,Heat,46,0.00979
UK,Heat,47,0.01119
UK,Heat,48,0.01217
UK,Heat,49,0.01152
UK,Heat,50,0.0105
UK,Heat,51,0.00925
UK,Heat,52,0.00783
UK,Heat,53,0.00639
UK,Heat,54,0.00537
UK,Heat,55,0.00475
UK,Heat,56,0.00446
UK,Heat,57,0.00421
UK,Heat,58,0.00417
UK,Heat,59,0.00429
UK,Heat,60,0.00344
UK,Heat,61,0.00259
UK,Heat,62,0.00171
UK,Heat,63,0.00171
UK,Heat,64,0.00171
UK,Heat,65,0.00178
UK,Heat,66,0.00189
UK,Heat,67,0.00206
UK,Heat,68,0.00227
UK,Heat,69,0.00255
UK,Heat,70,0.00285
UK,Heat,71,0.00391
UK,Heat,72,0.00469
UK,Heat,73,0.00505
UK,Heat,74,0.00412
UK,Heat,75,0.00311
UK,Heat,76,0.00233
UK,Heat,77,0.00189
UK,Heat,78,0.00174
UK,Heat,79,0.00168
UK,Heat,80,0.00167
UK,Heat,81,0.00167
UK,Heat,82,0.00167
UK,Heat,83,0.00167
UK,Heat,84,0.00168
UK,Heat,85,0.00171
UK,Heat,86,0.00171
UK,Heat,87,0.00171
UK,Heat,88,0.00171
UK,Heat,89,0.00178
UK,Heat,90,0.00453
UK,Heat,91,0.00778
UK,Heat,92,0.01122
UK,Heat,93,0.01155
UK,Heat,94,0.0118
UK,Heat,95,0.01206
UK,Heat,96,0.01219
UK,Heat,97,0.0131
UK,Heat,98,0.01357
UK,Heat,99,0.01348
UK,Heat,100,0.01203
UK,Heat,101,0.01061
UK,Heat,102,0.00949
UK,Heat,103,0.00869
UK,Heat,104,0.0082
UK,Heat,105,0.00717
UK,Heat,106,0.00664
UK,Heat,107,0.00637
UK,Heat,108,0.00717
UK,Heat,109,0.0079
UK,Heat,110,0.00864
UK,Heat,111,0.00923
UK,Heat,112,0.00979
UK,Heat,113,0.0102
UK,Heat,114,0.01056
UK,Heat,115,0.01089
UK,Heat,116,0.01122
UK,Heat,117,0.01155
UK,Heat,118,0.0118
UK,Heat,119,0.01206
UK,Heat,120,0.01216
