Year,Region,Technology,value
2020,NO,GasPowerPlantCC,612.6881325297286
2030,NO,GasPowerPlantCC,498.670275092495
2040,NO,GasPowerPlantCC,209.2631696921389
2020,FR,CoalCHPPlantCC,2301.8887049128316
2030,FR,CoalCHPPlantCC,1452.0350212866038
2040,FR,CoalCHPPlantCC,636.1187896654401
2020,UK,CoalCHPPlantCC,5781.997830827242
2030,UK,CoalCHPPlantCC,3632.069595551865
2040,UK,CoalCHPPlantCC,2650.8373000349093
2030,DE,GasCHPPlantCC,1045.522713738001
2040,DE,GasCHPPlantCC,2867.8061433667795
2050,DE,GasCHPPlantCC,1465.711428952231
2030,FR,GasCHPPlantCC,151.17433905502938
2040,FR,GasCHPPlantCC,586.7803531515558
2050,FR,GasCHPPlantCC,218.0279192854908
2020,NO,GasCHPPlantCC,478.1149045276822
2030,NO,GasCHPPlantCC,617.0329694607449
2040,NO,GasCHPPlantCC,486.89481973497305
2050,NO,GasCHPPlantCC,146.14393815
2020,DK,GasCHPPlantCC,583.5279268972299
2030,DK,GasCHPPlantCC,881.4631955089118
2040,DK,GasCHPPlantCC,1049.0900490000004
2050,DK,GasCHPPlantCC,579.7278228417757
2040,UK,GasCHPPlantCC,1025.7206901172706
2050,UK,GasCHPPlantCC,312.7458346875
2050,DE,BECCS,325.0
2050,FR,BECCS,195.0
2050,NO,BECCS,20.25
2050,DK,BECCS,115.76724775777637
2050,UK,BECCS,130.0
