Year,Region,Technology,value
2020,NO,GasPowerPlantCC,718.074582950483
2030,NO,GasPowerPlantCC,565.8076390777951
2040,NO,GasPowerPlantCC,240.70344833477873
2020,FR,CoalCHPPlantCC,2201.817581146429
2030,FR,CoalCHPPlantCC,1402.741573321396
2040,FR,CoalCHPPlantCC,581.6290870570009
2020,UK,CoalCHPPlantCC,5610.902723066829
2030,UK,CoalCHPPlantCC,3535.216060344526
2040,UK,CoalCHPPlantCC,2615.4379952108175
2030,DE,GasCHPPlantCC,707.8602729953852
2040,DE,GasCHPPlantCC,3148.9608294253367
2050,DE,GasCHPPlantCC,2355.788975792887
2030,FR,GasCHPPlantCC,181.55929402581376
2040,FR,GasCHPPlantCC,758.0419338977719
2050,FR,GasCHPPlantCC,423.55238860891853
2020,NO,GasCHPPlantCC,371.05045205315054
2030,NO,GasCHPPlantCC,608.9079671124439
2040,NO,GasCHPPlantCC,488.238350884046
2050,NO,GasCHPPlantCC,153.49968584999993
2020,DK,GasCHPPlantCC,614.9773547814365
2030,DK,GasCHPPlantCC,860.8199563502246
2040,DK,GasCHPPlantCC,1071.7445171922445
2050,DK,GasCHPPlantCC,470.60191137133825
2030,UK,GasCHPPlantCC,198.18790747280866
2040,UK,GasCHPPlantCC,1091.3337951509782
2050,UK,GasCHPPlantCC,838.215187540241
2050,FR,BECCS,11.552916907042734
